Total Awards,Award Type,Year,Institution,Campus,County,2 Digit CIP,6 Digit CIP,4 Digit CIP,State,Program Family,Program Category,Program
1,Certificate,2019-20,Whiteville,Main Campus,"Madison County, TN",48,48.0508,48.05,Tennessee,Precision Production,Precision Metal Working,Welding Technology/Welder
2,Certificate,2019-20,Whiteville,Main Campus,"Madison County, TN",47,47.0303,47.03,Tennessee,Mechanic and Repair Technologies/Technicians,Heavy/Industrial Equipment Maintenance Technologies/Technicians,Industrial Mechanics and Maintenance Technology/Technician
2,Diploma,2019-20,Whiteville,Main Campus,"Madison County, TN",47,47.0604,47.06,Tennessee,Mechanic and Repair Technologies/Technicians,Vehicle Maintenance and Repair Technologies/Technicians,Automobile/Automotive Mechanics Technology/Technician
16,Diploma,2019-20,Whiteville,Main Campus,"Madison County, TN",51,51.0801,51.08,Tennessee,Health Professions and Related Programs,Allied Health and Medical Assisting Services,Medical/Clinical Assistant
10,Diploma,2019-20,Whiteville,Main Campus,"Madison County, TN",47,47.0201,47.02,Tennessee,Mechanic and Repair Technologies/Technicians,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR)","Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician"
2,Diploma,2019-20,Whiteville,Main Campus,"Madison County, TN",48,48.0508,48.05,Tennessee,Precision Production,Precision Metal Working,Welding Technology/Welder
9,Diploma,2019-20,Whiteville,Main Campus,"Madison County, TN",47,47.0303,47.03,Tennessee,Mechanic and Repair Technologies/Technicians,Heavy/Industrial Equipment Maintenance Technologies/Technicians,Industrial Mechanics and Maintenance Technology/Technician
16,Diploma,2021-22,Athens,Main Campus,"McMinn County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
38,Diploma,2019-20,Athens,Main Campus,"McMinn County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
21,Certificate,2021-22,Chattanooga,Main Campus,"Hamilton County, TN",51,51.3501,51.35,Tennessee,Health Professions and Related Programs,Somatic Bodywork and Related Therapeutic Services,Massage Therapy/Therapeutic Massage
28,Certificate,2019-20,Chattanooga,Main Campus,"Hamilton County, TN",51,51.3501,51.35,Tennessee,Health Professions and Related Programs,Somatic Bodywork and Related Therapeutic Services,Massage Therapy/Therapeutic Massage
32,Diploma,2021-22,Chattanooga,Main Campus,"Hamilton County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
32,Diploma,2019-20,Chattanooga,Main Campus,"Hamilton County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
14,Certificate,2021-22,Covington,Main Campus,"Tipton County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
4,Certificate,2021-22,Covington,Main Campus,"Tipton County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
10,Certificate,2019-20,Covington,Main Campus,"Tipton County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
6,Diploma,2021-22,Covington,Main Campus,"Tipton County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
30,Diploma,2021-22,Covington,Main Campus,"Tipton County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
16,Diploma,2019-20,Covington,Main Campus,"Tipton County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
1,Diploma,2019-20,Covington,Main Campus,"Tipton County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
10,Certificate,2021-22,Crossville,Main Campus,"Cumberland County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
3,Certificate,2021-22,Crossville,Main Campus,"Cumberland County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
5,Certificate,2019-20,Crossville,Main Campus,"Cumberland County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
9,Diploma,2021-22,Crossville,Main Campus,"Cumberland County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
52,Diploma,2021-22,Crossville,Main Campus,"Cumberland County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
43,Diploma,2019-20,Crossville,Main Campus,"Cumberland County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
8,Diploma,2019-20,Crossville,Main Campus,"Cumberland County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
3,Certificate,2021-22,Crump,Henderson/Chester County's ISC,"Chester County, TN",11,11.1002,11.1,Tennessee,Computer and Information Sciences and Support Services,,"System, Networking, and LAN/WAN Management/Manager"
10,Certificate,2021-22,Crump,Main Campus,"Hardin County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
4,Certificate,2021-22,Crump,Main Campus,"Hardin County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
5,Certificate,2021-22,Crump,Main Campus,"Hardin County, TN",15,15.1301,15.13,Tennessee,Engineering/Engineering-Related Technologies/Technicians,Drafting/Design Engineering Technologies/Technicians,"Drafting and Design Technology/Technician, General"
4,Certificate,2019-20,Crump,Main Campus,"Hardin County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
2,Certificate,2019-20,Crump,Main Campus,"Hardin County, TN",15,15.1301,15.13,Tennessee,Engineering/Engineering-Related Technologies/Technicians,Drafting/Design Engineering Technologies/Technicians,"Drafting and Design Technology/Technician, General"
37,Diploma,2021-22,Crump,Main Campus,"Hardin County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
2,Diploma,2019-20,Crump,Main Campus,"Hardin County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
2,Diploma,2019-20,Crump,Main Campus,"Hardin County, TN",15,15.1301,15.13,Tennessee,Engineering/Engineering-Related Technologies/Technicians,Drafting/Design Engineering Technologies/Technicians,"Drafting and Design Technology/Technician, General"
39,Diploma,2019-20,Crump,Main Campus,"Hardin County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
3,Certificate,2021-22,Dickson,Clarksville Extension,"Montgomery County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
12,Certificate,2021-22,Dickson,Clarksville Extension,"Montgomery County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
7,Certificate,2019-20,Dickson,Clarksville Extension,"Montgomery County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
1,Certificate,2019-20,Dickson,Clarksville Extension,"Montgomery County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
4,Diploma,2021-22,Dickson,Clarksville Extension,"Montgomery County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
27,Diploma,2021-22,Dickson,Clarksville Extension,"Montgomery County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
4,Diploma,2019-20,Dickson,Clarksville Extension,"Montgomery County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
33,Diploma,2019-20,Dickson,Clarksville Extension,"Montgomery County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
2,Certificate,2021-22,Dickson,Franklin Extension,"Williamson County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
1,Certificate,2019-20,Dickson,Franklin Extension,"Williamson County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
6,Diploma,2021-22,Dickson,Franklin Extension,"Williamson County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
16,Diploma,2019-20,Dickson,Franklin Extension,"Williamson County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
18,Certificate,2021-22,Dickson,Main Campus,"Dickson County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
7,Certificate,2021-22,Dickson,Main Campus,"Dickson County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
19,Certificate,2019-20,Dickson,Main Campus,"Dickson County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
8,Certificate,2019-20,Dickson,Main Campus,"Dickson County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
50,Diploma,2021-22,Dickson,Main Campus,"Dickson County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
7,Diploma,2021-22,Dickson,Main Campus,"Dickson County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
3,Diploma,2019-20,Dickson,Main Campus,"Dickson County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
61,Diploma,2019-20,Dickson,Main Campus,"Dickson County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
4,Certificate,2021-22,Elizabethton,Kingsport Extension Campus,"Sullivan County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
7,Certificate,2019-20,Elizabethton,Kingsport Higher Education Center,"Sullivan County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
29,Diploma,2021-22,Elizabethton,Kingsport Higher Education Center,"Sullivan County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
39,Diploma,2019-20,Elizabethton,Kingsport Higher Education Center,"Sullivan County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
33,Certificate,2021-22,Elizabethton,Main Campus,"Carter County, TN",51,51.1009,51.1,Tennessee,Health Professions and Related Programs,,Phlebotomy Technician/Phlebotomist
11,Certificate,2021-22,Elizabethton,Main Campus,"Carter County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
16,Certificate,2021-22,Elizabethton,Main Campus,"Carter County, TN",51,51.3104,51.31,Tennessee,Health Professions and Related Programs,Dietetics and Clinical Nutrition Services,Dietitian Assistant
2,Certificate,2021-22,Elizabethton,Main Campus,"Carter County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
21,Certificate,2019-20,Elizabethton,Main Campus,"Carter County, TN",51,51.3104,51.31,Tennessee,Health Professions and Related Programs,Dietetics and Clinical Nutrition Services,Dietitian Assistant
12,Certificate,2019-20,Elizabethton,Main Campus,"Carter County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
6,Certificate,2019-20,Elizabethton,Main Campus,"Carter County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
35,Certificate,2019-20,Elizabethton,Main Campus,"Carter County, TN",51,51.1009,51.1,Tennessee,Health Professions and Related Programs,,Phlebotomy Technician/Phlebotomist
61,Diploma,2021-22,Elizabethton,Main Campus,"Carter County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
8,Diploma,2021-22,Elizabethton,Main Campus,"Carter County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
9,Diploma,2019-20,Elizabethton,Main Campus,"Carter County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
93,Diploma,2019-20,Elizabethton,Main Campus,"Carter County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
4,Certificate,2021-22,Harriman,Loudon County Technology Center,"Loudon County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
11,Diploma,2021-22,Harriman,Loudon County Technology Center,"Loudon County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
12,Certificate,2021-22,Harriman,Main Campus,"Roane County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
13,Certificate,2021-22,Harriman,Main Campus,"Roane County, TN",46,46.9999,46.99,Tennessee,Construction Trades,"Construction Trades, Other","Construction Trades, Other"
3,Certificate,2019-20,Harriman,Main Campus,"Roane County, TN",46,46.9999,46.99,Tennessee,Construction Trades,"Construction Trades, Other","Construction Trades, Other"
1,Certificate,2019-20,Harriman,Main Campus,"Roane County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
30,Diploma,2021-22,Harriman,Main Campus,"Roane County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
5,Diploma,2021-22,Harriman,Main Campus,"Roane County, TN",46,46.9999,46.99,Tennessee,Construction Trades,"Construction Trades, Other","Construction Trades, Other"
4,Diploma,2019-20,Harriman,Main Campus,"Roane County, TN",46,46.9999,46.99,Tennessee,Construction Trades,"Construction Trades, Other","Construction Trades, Other"
25,Diploma,2019-20,Harriman,Main Campus,"Roane County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
12,Certificate,2019-20,Hartsville,Hendersonville High School,"Sumner County, TN",51,51.3902,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Nursing Assistant/Aide and Patient Care Assistant/Aide
1,Certificate,2021-22,Hartsville,Main Campus,"Trousdale County, TN",51,51.3902,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Nursing Assistant/Aide and Patient Care Assistant/Aide
9,Certificate,2021-22,Hartsville,Main Campus,"Trousdale County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
7,Certificate,2019-20,Hartsville,Main Campus,"Trousdale County, TN",51,51.3902,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Nursing Assistant/Aide and Patient Care Assistant/Aide
12,Certificate,2019-20,Hartsville,Main Campus,"Trousdale County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
14,Diploma,2021-22,Hartsville,Main Campus,"Trousdale County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
20,Diploma,2019-20,Hartsville,Main Campus,"Trousdale County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
16,Certificate,2019-20,Hartsville,Trousdale County High School,"Trousdale County, TN",51,51.3902,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Nursing Assistant/Aide and Patient Care Assistant/Aide
7,Certificate,2021-22,Hartsville,Wilson County Career and Technical Education Center,"Wilson County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
8,Certificate,2021-22,Hartsville,Wilson County Career and Technical Education Center,"Wilson County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
4,Certificate,2019-20,Hartsville,Wilson County Career and Technical Education Center,"Wilson County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
24,Diploma,2021-22,Hartsville,Wilson County Career and Technical Education Center,"Wilson County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
4,Diploma,2021-22,Hartsville,Wilson County Career and Technical Education Center,"Wilson County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
5,Diploma,2019-20,Hartsville,Wilson County Career and Technical Education Center,"Wilson County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
23,Diploma,2019-20,Hartsville,Wilson County Career and Technical Education Center,"Wilson County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
7,Diploma,2021-22,Hohenwald,Columbia Central High School Instructional Service,"Maury County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
2,Certificate,2021-22,Hohenwald,Main Campus,"Lewis County, TN",15,15.1301,15.13,Tennessee,Engineering/Engineering-Related Technologies/Technicians,Drafting/Design Engineering Technologies/Technicians,"Drafting and Design Technology/Technician, General"
3,Certificate,2019-20,Hohenwald,Main Campus,"Lewis County, TN",15,15.1301,15.13,Tennessee,Engineering/Engineering-Related Technologies/Technicians,Drafting/Design Engineering Technologies/Technicians,"Drafting and Design Technology/Technician, General"
3,Diploma,2021-22,Hohenwald,Main Campus,"Lewis County, TN",15,15.1301,15.13,Tennessee,Engineering/Engineering-Related Technologies/Technicians,Drafting/Design Engineering Technologies/Technicians,"Drafting and Design Technology/Technician, General"
17,Diploma,2021-22,Hohenwald,Main Campus,"Lewis County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
28,Diploma,2019-20,Hohenwald,Main Campus,"Lewis County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
1,Diploma,2019-20,Hohenwald,Main Campus,"Lewis County, TN",15,15.1301,15.13,Tennessee,Engineering/Engineering-Related Technologies/Technicians,Drafting/Design Engineering Technologies/Technicians,"Drafting and Design Technology/Technician, General"
10,Diploma,2019-20,Hohenwald,Spring Hill High School Instructional Service Cent,"Maury County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
9,Diploma,2021-22,Hohenwald,Wayne Medical Instructional Service Center,"Wayne County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
10,Diploma,2019-20,Hohenwald,Wayne Medical Instructional Service Center,"Wayne County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
5,Certificate,2021-22,Jacksboro,Main Campus,"Campbell County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
4,Certificate,2021-22,Jacksboro,Main Campus,"Campbell County, TN",46,46.9999,46.99,Tennessee,Construction Trades,"Construction Trades, Other","Construction Trades, Other"
4,Certificate,2019-20,Jacksboro,Main Campus,"Campbell County, TN",46,46.9999,46.99,Tennessee,Construction Trades,"Construction Trades, Other","Construction Trades, Other"
2,Certificate,2019-20,Jacksboro,Main Campus,"Campbell County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
41,Diploma,2021-22,Jacksboro,Main Campus,"Campbell County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
8,Diploma,2021-22,Jacksboro,Main Campus,"Campbell County, TN",46,46.9999,46.99,Tennessee,Construction Trades,"Construction Trades, Other","Construction Trades, Other"
7,Diploma,2021-22,Jacksboro,Main Campus,"Campbell County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
7,Diploma,2019-20,Jacksboro,Main Campus,"Campbell County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
24,Diploma,2019-20,Jacksboro,Main Campus,"Campbell County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
6,Certificate,2021-22,Jackson,Brownsville/Haywood Extension Campus,"Haywood County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
17,Diploma,2021-22,Jackson,Brownsville/Haywood Extension Campus,"Haywood County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
3,Certificate,2021-22,Jackson,Henderson/Chester County Instructional Service Cen,"Chester County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
2,Certificate,2019-20,Jackson,Henderson/Chester County Instructional Service Cen,"Chester County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
18,Diploma,2021-22,Jackson,Henderson/Chester County Instructional Service Cen,"Chester County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
20,Diploma,2019-20,Jackson,Henderson/Chester County Instructional Service Cen,"Chester County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
3,Certificate,2021-22,Jackson,Humboldt Higher Education Instructional Service Ce,"Crockett County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
2,Certificate,2019-20,Jackson,Humboldt Higher Education Instructional Service Ce,"Crockett County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
14,Diploma,2021-22,Jackson,Humboldt Higher Education Instructional Service Ce,"Crockett County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
17,Diploma,2019-20,Jackson,Humboldt Higher Education Instructional Service Ce,"Crockett County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
1,Certificate,2021-22,Jackson,Lexington Extension Campus,"Henderson County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
2,Certificate,2021-22,Jackson,Lexington Extension Campus,"Henderson County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
4,Certificate,2019-20,Jackson,Lexington Extension Campus,"Henderson County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
3,Certificate,2019-20,Jackson,Lexington Extension Campus,"Henderson County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
2,Diploma,2021-22,Jackson,Lexington Extension Campus,"Henderson County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
14,Diploma,2021-22,Jackson,Lexington Extension Campus,"Henderson County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
14,Diploma,2019-20,Jackson,Lexington Extension Campus,"Henderson County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
1,Diploma,2019-20,Jackson,Lexington Extension Campus,"Henderson County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
15,Certificate,2021-22,Jackson,Main Campus,"Madison County, TN",11,11.1006,11.1,Tennessee,Computer and Information Sciences and Support Services,,Computer Support Specialist
2,Certificate,2021-22,Jackson,Main Campus,"Madison County, TN",15,15.1301,15.13,Tennessee,Engineering/Engineering-Related Technologies/Technicians,Drafting/Design Engineering Technologies/Technicians,"Drafting and Design Technology/Technician, General"
3,Certificate,2021-22,Jackson,Main Campus,"Madison County, TN",51,51.3901,51.39,Tennessee,Health Professions and Related Programs,"Practical Nursing, Vocational Nursing and Nursing Assistants",Licensed Practical/Vocational Nurse Training
